1994,Deirdre,O'Brien,0,1,0,1,0,0,2,370,3.91%
1994,John,Sullivan,0,5,4,0,1,4,14,244,36.72%
1993,Eoghan,Flanagan,0,0,1,0,3,5,9,210,49.27%
1993,Feilim,MacGabhann,0,0,0,1,1,1,3,339,17.96%
1993,Kevin,McGerty,1,1,1,0,5,5,13,161,61.17%,Bronze,medal
1993,Simon,O'Callaghan,0,0,0,0,1,4,5,284,31.31%
1993,Declan,Quinn,0,0,0,0,1,0,1,390,5.58%
1993,John,Sullivan,1,0,0,2,5,0,8,225,45.63%
1992,Eoghan,Burns,0,3,2,1,0,3,9,204,36.76%
1992,Fergal,Daly,3,1,0,0,0,0,4,276,14.33%
1992,Barrie,Gilligan,3,2,0,0,0,3,8,211,34.58%
1992,David,Malone,0,1,0,1,0,0,2,298,7.48%
1992,Kevin,McGerty,7,1,0,1,0,2,11,180,44.24%,Honourable,mention
1992,Michael,Sharpe,5,1,0,2,0,0,8,211,34.58%
1991,Eoghan,Burns,0,3,3,1,4,2,13,194,39.12%
1991,Damien,Fennell,0,3,2,1,1,2,9,226,29.02%
1991,Barrie,Gilligan,1,0,1,0,3,2,7,245,23.03%
1991,David,Malone,1,0,0,0,1,1,3,279,12.30%
1991,Fearghal,O,Donnchu,1,1,2,0,0,2,6,253,20.50%
1991,Cathal,Walsh,1,2,0,1,3,2,9,226,29.02%
1990,Patrick,James,Connoll,0,0,1,0,0,0,1,308,0.00%
1990,Cian,Sean,Dorr,4,1,1,0,4,5,15,156,49.51%
1990,David,James,Galvin,0,2,1,2,4,0,9,239,22.48%
1990,Aidan,Hollinshead,4,1,2,1,3,0,11,216,29.97%
1990,Andrew,David,McMurry,1,7,0,2,6,0,16,139,55.05%,Bronze,medal
1990,Julian,Norman,McCrae,0,6,1,0,5,1,13,184,40.39%
